id,created at,text,screen_names,followers_count,friends_count,name,lat,lon,place name,place type
1125485909892268032,Mon May 06 19:42:06 +0000 2019,"Samsung Galaxy s10+ hole punch beauty!
.
Follow 👉🏻 @tepoinn 👈🏻for more tech!!
.
📸 from @mkbhd
#Galaxy #NewTech… https://t.co/TXfU34C8Xa",Tepoinn,578,1922,Tepoinn,,,,
1125486009091854336,Mon May 06 19:42:29 +0000 2019,"RT @AndroidAuth: For those who've checked out our recent camera comparison here: https://t.co/beDkv4a7Xi

Which smartphone do you think is…",aan34791988,3,32,Çağan🌟,,,,
1125486022031237120,Mon May 06 19:42:32 +0000 2019,"RT @memo066: عشرات الميزات المخفية في هاتف جالكسي s10 لاتفوتك👇 البعض منها متوفر بواجهة One UI في s8 و s9 ونوت 8 و 9 .
1
https://t.co/cTknpS…",memo066,108269,59,جديد الاندرويد,,,,
1125486074539663360,Mon May 06 19:42:45 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,Fang110398,111,263,วีวี่ของฮุน,,,,
1125486137932427269,Mon May 06 19:43:00 +0000 2019,"@LKarnelos Eu vendo os celulares chineses: uau nossa q legal queria

O s10 quando eu penso nele toda noite : https://t.co/nkBvqyOYbP",jacksonStai,104,152,JACKSON VAI PARA A PEDRA DA ETERNIDADE,,,,
1125486157284937728,Mon May 06 19:43:05 +0000 2019,"I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will b… https://t.co/EF8m8inRMi",GezindabaZA,23842,22843,King Gezindaba II,,,,
1125486283718057989,Mon May 06 19:43:35 +0000 2019,"RT @RikiMirandaa: Vi una publicidad de samsumg que decia, cambia tu s8 por el s10, yendoo",morenaromerooo,165,455,morena,,,,
1125486322636947456,Mon May 06 19:43:44 +0000 2019,"@enchantedsabina Então eu tava assim também, mas já desencanei pelo valor do iPhone prefiro o S10",nanabing_,64,228,Nana,,,,
1125486330199400449,Mon May 06 19:43:46 +0000 2019,"@HumbleCrumble_ Je dirais que les meilleurs c'est les huawei (p30, p30 pro, mate20 pro), sinon il y a le galaxy s10",Eliriv95,1935,418,Eliriv 💿 Elias,,,,
1125486409958154241,Mon May 06 19:44:05 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",FREELOVEISLOVE,407,842,Allegra Serenity #TwoOfUs,,,,
1125486415012409345,Mon May 06 19:44:06 +0000 2019,VOCE PODE GANHAR UM SAMSUNG GALAXY S10 PLUS https://t.co/A3Hwod1YNB,BRUN0C0STA89,1507,2270,Bruno Costa,,,,
1125486434947817473,Mon May 06 19:44:11 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",28feifei,12,153,Faith Concepcion,,,,
1125486634814836736,Mon May 06 19:44:58 +0000 2019,"@hiHOBIhi Hi Clarisse! A quick question, what are your phone's parameters for your video filming? I have an S10 buy… https://t.co/KH1xMGK4nM",ctrlTaejinkoo,501,783,『ʟᴇᴛ ᴜꜱ ꜱʜɪɴᴇ~𝓶𝓲 𝓬𝓪𝓼𝓪』,,,,
1125486642029109250,Mon May 06 19:45:00 +0000 2019,"Okay serious question, should i get a galaxy s10 orrrrr stay with my iphone 8 plussss?!?!?!?!?!?! Lmk bcccccc there in saleeee",jooheony1heonit,1343,808,liliana☽ [FINALS],,,,
1125486652019945473,Mon May 06 19:45:03 +0000 2019,#WhitestoneDomeGlass Galaxy S10 Ultrasonic Glass Screen Protector? https://t.co/hnxren4r1B @YouTube https://t.co/IPjbERh3QD,WhitestoneJapan,169,1038,Whitestonedome Japan,,,,
1125486676380389378,Mon May 06 19:45:08 +0000 2019,@OnePlus_ES Si el estándar HDR 10+ requiere 4000 nits de brillo (cosa imposible de lograr por un smartphone sin ach… https://t.co/JaUVy3sCC8,vikingog,188,847,Mjölnir,,,,
1125486954395705347,Mon May 06 19:46:15 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",BleckyNondaba,1208,1342,♥️🇿🇦Lele🇿🇦♥️,,,,
1125487108393766915,Mon May 06 19:46:51 +0000 2019,"Trading Ikonik for a Deep Freeze Xbox Code DM if interested 
Buy the code on this link
https://t.co/dlZTqqD9ev … …… https://t.co/yUPjmF2Vai",MylesPlays2,86,291,ItsMyles123,,,,
1125487139674906624,Mon May 06 19:46:59 +0000 2019,Cisco's Wifi 6 was featured on last weeks 'Linus Tech Tips'. Spoiler alert: the Samsung S10 speed test came in at 6… https://t.co/S7aGgLcuoz,tyoutsey,27,39,TravisYoutsey,,,,
1125487231173636096,Mon May 06 19:47:21 +0000 2019,When you can't afford BIS ya iPhone. 😂 😂 😂,kabedi19,3596,5004,🇱🇸That Other Guy🇿🇦,,,,
1125487443183009793,Mon May 06 19:48:11 +0000 2019,"@Eliriv95 Merciii !! y'a une grosse différence de prix entre les deux premiers et les deux derniers mine de rien, t… https://t.co/Hydf0dYTsN",HumbleCrumble_,156,252,Lil trash taco boi,,,,
1125487468411797510,Mon May 06 19:48:17 +0000 2019,"Samsung finalmente volta a vender bem na China, graças ao Galaxy S10 https://t.co/M1LFgmKOaH #umRei #TimBeta #RT… https://t.co/GMNOGBUPP8",jeduoliveira,232,165,Jorge Eduardo de Oli,,,,
1125487579896397826,Mon May 06 19:48:44 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",TariqHarris1209,3,9,Tariq Harris,,,,
1125487754341691397,Mon May 06 19:49:25 +0000 2019,Esse Samsung s10 Porra mané 🤩🤦🏽‍♂️,Caioliberato98,2612,1518,Caiogol..⚫🔴,,,"Rio de Janeiro, Brasil",city
1125487845622329346,Mon May 06 19:49:47 +0000 2019,@sir_darkskin How good is the camera on the s10?,GuiniEscobar,148,240,Prime,,,,
1125487996554366977,Mon May 06 19:50:23 +0000 2019,@JarirBookstore عرض الاستبدال جالكسي s10 باقي موجود,movl_,46,578,somebody,,,,
1125488004515209216,Mon May 06 19:50:25 +0000 2019,"Samsung finalmente volta a vender bem na China, graças ao Galaxy S10 https://t.co/9wLB8MXY84",conectprovedor,410,473,Conect Provedor®,,,,
1125488015370084358,Mon May 06 19:50:28 +0000 2019,RT @litGaws: Enter🔥 https://t.co/5nq1wvnMeO,TariqHarris1209,3,9,Tariq Harris,,,,
1125488282224271361,Mon May 06 19:51:31 +0000 2019,"RT @cdkrone: Samsung Galaxy S10 TV Commercial, 'Wireless PowerShare' Song by Olly Anna - https://t.co/kzokUZuewK #ispottv. We are truly liv…",AH21119,3,5,Andrew Harrison,,,,
1125488299479523330,Mon May 06 19:51:35 +0000 2019,RT @normallywaves: s10's IG post... something is happening. Normani is coming.,Ebe67292235,48,168,Ebe,,,,
1125488399106871297,Mon May 06 19:51:59 +0000 2019,"RT @Flash_snaps: More Ultra Wide pics! (Shot from my @SamsungMobileUS S10+)

Order the S10e, S10, &amp; S10+ on https://t.co/q2RkpUKabq &amp; trade…",theoddgirl18,3474,1243,Kristina ღ,,,,
1125488469617385473,Mon May 06 19:52:16 +0000 2019,@MattSilvestro Samsung S10+,warc__,2700,1235,Cazaputas42 🧡,,,,
1125488495760367616,Mon May 06 19:52:22 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",selvakarthik86,1964,1358,செல்வகார்த்திக் 💞,,,,
1125488514429145088,Mon May 06 19:52:27 +0000 2019,"RT @UniverseIce: The accurate news from China, OnePlus 7 Pro display confirmed to support HDR10+, this is the second HDR10+ standard mobile…",selvakarthik86,1964,1358,செல்வகார்த்திக் 💞,,,,
1125488565985665024,Mon May 06 19:52:39 +0000 2019,Tata wena 💯👋,REALKINGASTRO,39082,16567,Fa✝her ✞,,,,
1125488667223515136,Mon May 06 19:53:03 +0000 2019,RT @droidsans: โอ้ยยยย คือน่ารักมากกกก เคสของ Galaxy S10 feat. Kakao ใส่แล้วเปลี่ยนธีมให้ด้วยจ้าาา แล้ว Background หน้าจอก็เป็น Live Wallpa…,TheWorseHuman,222,2895,Demian,,,,
1125488700064923650,Mon May 06 19:53:11 +0000 2019,Bienvenido a mi nueva aventura Samsung Galaxy S10+... Preventa en Argentina https://t.co/i4JA2P29dx,CristianSamXXX,113189,10,Cristian Sam ®,,,,
1125488709527310336,Mon May 06 19:53:13 +0000 2019,GANHEI UM S10 PORRAAAAAA,Leterye17,660,463,Leterye,,,,
1125488740565168128,Mon May 06 19:53:20 +0000 2019,@MrCraigBradshaw @MarkDotPeters5 Well I weakened and got an S10 with the less intrusive pinhole camera design to th… https://t.co/zKdPR2uxcf,CameronYardeJnr,4446,1800,Cameron Yarde Jnr,,,,
1125488818277240833,Mon May 06 19:53:39 +0000 2019,"🔥 Whitestone Dome Glass for Galaxy S10 : works with ultra sonic FP tech 
#WhitestoneDomeGlass #GalaxyS10… https://t.co/WgNqMNFb5n",Monstermutze2,16,125,8k resolution,,,,
1125488922287415297,Mon May 06 19:54:04 +0000 2019,"Samsung finalmente volta a vender bem na China, graças ao Galaxy S10: Os últimos três anos têm sido difíceis para a… https://t.co/MeBAqamgmq",FilmesJoinhas,3,36,Filmes Joinhas,,,,
1125488974162726912,Mon May 06 19:54:16 +0000 2019,"Samsung finalmente volta a vender bem na China, graças ao Galaxy S10 https://t.co/celJoPR6YW",epopeiaorg,162,629,EPoPEia,,,,
1125488981724913669,Mon May 06 19:54:18 +0000 2019,"RT @My_Gowon: 당신의 갤럭시S10+에 고원이를 심어보세요

https://t.co/3GIarNvbvy

#이달의소녀 #loona #고원 #GoWon #하지만_나는_갤럭시s10 https://t.co/xblNgSfsyI",jaearthly,772,1689,early,,,,
1125488983486627842,Mon May 06 19:54:18 +0000 2019,@danittxy A primeira vez que ela fez essa dancinha (show de lançamento do Galaxy s10) eu achava que ela tava brisad… https://t.co/aKNirPDrMz,AnittaLattina,1090,365,FELIPENSES | KISSES 💋 ANITTA,,,,
1125489118547300352,Mon May 06 19:54:51 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,eMrWhite,3444,1941,John White,,,,
1125489128630628355,Mon May 06 19:54:53 +0000 2019,@G_Samito 😂😂 when S10 is out.,dazzlepeters,2443,1851,Blessing Peters,,,,
1125489158267518984,Mon May 06 19:55:00 +0000 2019,RT @whitestone_UK: ⭐️Galaxy S10 Dome Glass installation (FULL VER) ⭐️https://t.co/Lh9KT86wLh @YouTube #WhitestoneDomeGlass #GalaxyS10 #Gala…,Monstermutze2,16,125,8k resolution,,,,
1125489168182722560,Mon May 06 19:55:02 +0000 2019,"RT @FilmesJoinhas: Samsung finalmente volta a vender bem na China, graças ao Galaxy S10: Os últimos três anos têm sido difíceis para a Sams…",GooglandoPlus,5,18,Googlando Plus,,,,
1125489196309917696,Mon May 06 19:55:09 +0000 2019,"Samsung finalmente volta a vender bem na China, graças ao Galaxy S10 https://t.co/i8LnQ37PtC",agenciainfo,10651,177,AgênciadeInformática,,,,
1125489204643811328,Mon May 06 19:55:11 +0000 2019,"India Summer; Only The Best For Mom - S10:E4, StepSiblingsCaught https://t.co/tPiAlHduQk https://t.co/y4PDCwQgdy",caballerjaguar,31849,253,Caballero Jaguar,,,,
1125489234301915137,Mon May 06 19:55:18 +0000 2019,"Galaxy S10 5G: Everything You Love, HyperFast https://t.co/2cRY5Oxemj 
Introducing the Next Generation of Galaxy. T… https://t.co/sykXskAGqi",HeadlinePhone,230,46,PhoneHeadline,,,,
1125489321899843585,Mon May 06 19:55:39 +0000 2019,"India Summer; Only The Best For Mom - S10:E4, StepSiblingsCaught https://t.co/tPiAlHduQk https://t.co/R5oVXs1wdb",caballerjaguar,31849,253,Caballero Jaguar,,,,
1125489333098635266,Mon May 06 19:55:42 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",SiluvaM1,16530,963,சி.எஸ்.கே சிலுவை,,,,
1125489342074564609,Mon May 06 19:55:44 +0000 2019,"Watch ""Lifelong iPhone User Switches To The Galaxy S10"" on YouTube https://t.co/ktx7R8MKrS",MZeeshanIqbal,311,1795,M Zeeshan Iqbal,,,,
1125489415248388096,Mon May 06 19:56:01 +0000 2019,RT @whitestonedome: Galaxy S10 Ultrasonic Fingerprint Reader Work Wet or Under Water? https://t.co/ZKRsLmYOXP #WhitestoneDomeGlass https://…,Monstermutze2,16,125,8k resolution,,,,
1125489509775310848,Mon May 06 19:56:24 +0000 2019,"RT @94entrap_: As she should, iPhone or nothing lol https://t.co/1VKhM2uWrI",yourfavhaitian_,1467,1000,stephnocurry.,,,,
1125489544512589825,Mon May 06 19:56:32 +0000 2019,@94entrap_ That s10 nice tho 😭😭😭😭,yourfavhaitian_,1467,1000,stephnocurry.,,,,
1125489543946297351,Mon May 06 19:56:32 +0000 2019,"India Summer; Only The Best For Mom - S10:E4, StepSiblingsCaught https://t.co/tPiAlHduQk https://t.co/UZSmId21fW",caballerjaguar,31849,253,Caballero Jaguar,,,,
1125489550703321090,Mon May 06 19:56:34 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",anuwenak,2116,262,ۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗPACARMU,,,,
1125489607926210564,Mon May 06 19:56:47 +0000 2019,"India Summer; Only The Best For Mom - S10:E4, StepSiblingsCaught https://t.co/tPiAlHduQk https://t.co/pUpCNsFZ4D",caballerjaguar,31849,253,Caballero Jaguar,,,,
1125489654705221632,Mon May 06 19:56:58 +0000 2019,"RT @tr1hk11: 【チケットお譲りします】

ロマン急行
東名阪ワンマンツアー 初期衝動

6/1(土) 名古屋ell.FITS ALL
S10番台 1枚
定価3000円+送料

同公演3桁チケットを複数まとめてお取引いただける方のみDMよりご連絡ください",OgaOpn,212,336,ふぅ公開アカ,,,,
1125489696279232512,Mon May 06 19:57:08 +0000 2019,RT @TFassioli: Comparación de especificaciones: El Galaxy S10+ vs al Galaxy S9+ https://t.co/74Upez8K4S,eravlewoodg,14,104,Anne Kelley,,,,
1125489738486566913,Mon May 06 19:57:18 +0000 2019,Quiero el s10,FacuDorssi,965,3139,faq 🥊,,,"Montevideo, Uruguay",admin
1125489744559857671,Mon May 06 19:57:20 +0000 2019,"RT @litGaws: Rules to get a Free IPhone Xs or Samsung S10:

-Have the money on Paypal ready
(America 20$ / Europe 15$ / Afrika and Asia 20$…",anuwenak,2116,262,ۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗۗPACARMU,,,,
1125489876017790977,Mon May 06 19:57:51 +0000 2019,#samsung s10 powershare. Obviously no improvement in the Samsung battery if they need this gimmick.,AH21119,3,5,Andrew Harrison,,,,
1125490099226062849,Mon May 06 19:58:44 +0000 2019,Esse compartilhamento de bateria q a samsung lançou com o s10 eh fera demais,giorcristofaro,260,358,Giordano,,,,
1125490232621768704,Mon May 06 19:59:16 +0000 2019,"RT @memo066: عشرات الميزات المخفية في هاتف جالكسي s10 لاتفوتك👇 البعض منها متوفر بواجهة One UI في s8 و s9 ونوت 8 و 9 .
1
https://t.co/cTknpS…",TSH_92,150,121,تركي البريطاني 🎮🖥️,,,,
1125490244755894273,Mon May 06 19:59:19 +0000 2019,Sometimes to be great you got to be different,NahumMerilus,792,678,Nahum G. Merilus,,,"Delaware, USA",admin
1125490255568752643,Mon May 06 19:59:22 +0000 2019,"After this contract I’m also done with iPhone, unless something dramatically changes",Notemash7,466,707,Khudu Thamaga 🇿🇦 🇵🇸,,,,
1125490346337685505,Mon May 06 19:59:43 +0000 2019,Bruh the battery of the samsung s10 plus  is crazy been using my phone constantly since 9 A.M. till now its 10 P.M.… https://t.co/QPw1vltxO0,MiaSanFamilyy,116,194,313,,,,
1125490356668239873,Mon May 06 19:59:46 +0000 2019,@jooheony1heonit Galaxy S10's superior. The best phone on the market currently if you can buy it.,RetroLan,752,766,Retro Gaming | MARIO MAKER 2!,,,,
1125490362158600193,Mon May 06 19:59:47 +0000 2019,"Me llegó el nuevo S10 de @SamsungArg así:

#withGalaxy #GalaxyS10 https://t.co/Y23f8Fs22I",LuisitoCorbacho,14744,2386,Luis Corbacho,,,"Ciudad Autónoma de Buenos Aires, Argentina",city
1125490420228788225,Mon May 06 20:00:01 +0000 2019,"O dia das mães está chegando! A Samsung preparou uma surpresa em parceria com a gente. Na compra de um S10, S10+ ou… https://t.co/51QcIqOFSy",fastshop,61412,263,Fast Shop,,,,
1125490420694290433,Mon May 06 20:00:01 +0000 2019,Bruh the battery of the samsung s10 plus  is crazy been using my phone constantly since 9 A.M. till now its 10 P.M.… https://t.co/IRKmIK3Ma1,hayokng,48,4,🍓,,,,
1125490460804374529,Mon May 06 20:00:11 +0000 2019,"I swear to God, Samsung we don’t like it at all. Get the bloody annoying S10 song out of our TV sets",Andrinholic,1375,1752,AP¹⁵,,,,
1125490520690692096,Mon May 06 20:00:25 +0000 2019,"Nomu S10 Waterproof Android Quad Core 4G Smartphone
$140.24
You save 8% off the regular price of $153.00

https://t.co/LjvEAUNPZq",sofija645,6,15,Sofce Cakrova,,,,
1125490585585029120,Mon May 06 20:00:40 +0000 2019,"Trading a Honor Guard Code  for a Deep Freeze Xbox Code DM if interested 
Buy the code on this link… https://t.co/4ri0BNPVGO",MylesPlays2,85,291,ItsMyles123,,,,
1125490608339025920,Mon May 06 20:00:46 +0000 2019,超音波式指紋センサーを画面に内蔵、ライバルも称賛する「ちょうどいい」Galaxy S10+ https://t.co/W4RrjjEpt1,techon,11363,11,日経 xTECH エレキ・製造・自動車,,,,
1125490635891408899,Mon May 06 20:00:52 +0000 2019,WhiteStone Dome the only screen protector that works with the S10 or S10 Plus https://t.co/I6KkwtSxWF @YouTube… https://t.co/YpFmdHt9HX,WhitestoneJapan,169,1038,Whitestonedome Japan,,,,
1125490708419268608,Mon May 06 20:01:10 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,M3farilty,111,333,ใครไม่รู้,,,,
1125490727738269696,Mon May 06 20:01:14 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",Salsaabilla15,25,250,seokjin's,,,,
1125490726719098881,Mon May 06 20:01:14 +0000 2019,WhiteStone Dome Galaxy Note 9 Glass Screen Protector Installation Guide #whitestonedome #screenprotector #screen… https://t.co/NX43fe8WVA,domeglass1,96,2200,WhitestoneDomeGlass,,,,
1125490737519394818,Mon May 06 20:01:17 +0000 2019,RT @jeanmarcbaste: Robotic S9-S10 Segmentectomy Assisted by Multimodal Reconstruction Imagi... https://t.co/cZy5wZzyEw via @YouTube,anselmatus,330,520,Philippe-Anselme,,,,
1125490798865178624,Mon May 06 20:01:31 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",udhaya_ganesh,16779,275,G.உதயா கணேஷ்,,,,
1125490831685824512,Mon May 06 20:01:39 +0000 2019,"@kxrbm Totalmente, el otro día me sirvieron un yatekomo s10+ y me sabía mucho mejor.",JaviCampos7,2020,309,Javi Stifler Campos,,,,
1125491043917369344,Mon May 06 20:02:30 +0000 2019,RT @iannnnn: ใครใช้ S10 ก็ให้เลือกปลดล็อกหน้าจอด้วยวิธีอื่นเด้อ ปลดด้วยหน้าอันตราย https://t.co/Q6tHYPsh4W,Indiizenjoy,2377,272,Enjoy Supergirl,,,,
1125491184556593152,Mon May 06 20:03:03 +0000 2019,"RT @litGaws: 🔥GIVEAWAY🤩

📱IPhone XS Max
📱Samsung S10+
📱Huawei P30 Pro

Rules:
💥Retweet
💥Like
💥Activate my Notifications(Proof)

🏁Ends in 2…",jkayss_,342,828,yas,,,,
1125491220128718848,Mon May 06 20:03:12 +0000 2019,"1,2: iphone xs max
3,4: samsung s10
5,6: nokia
7,8: huawei p10 lite
9,0: htc",sxftlightx,5,0,@sxftlightx on ig💕,,,,
1125491227842031617,Mon May 06 20:03:13 +0000 2019,RT @kabedi19: When you can't afford BIS ya iPhone. 😂 😂 😂 https://t.co/0RkwiWHrpc,lesa_masweu,8,31,Palesa,,,,
1125491282212732929,Mon May 06 20:03:26 +0000 2019,"@navydroidd 
برأيك متى سيتم طرح هاتف جالكسي s10 5G في السعودية والدول العربية عموماٌ؟؟",yrfaa,296,1070,.,,,,
1125491341675433991,Mon May 06 20:03:41 +0000 2019,VOCE PODE GANHAR UM SAMSUNG GALAXY S10 PLUS https://t.co/6R8QR3Fngq,ElielNegresco,21,77,EPretão ✠,,,,
1125491431496273920,Mon May 06 20:04:02 +0000 2019,Perbandingan Harga dan Spesifikasi Lengkap Samsung Galaxy S10 Plus dan Samsung Galaxy S10e - Tribun Wow https://t.co/SGVwTm7pQu,handphone_baru,272,109,Jual Handphone Baru,,,,
1125491582415851521,Mon May 06 20:04:38 +0000 2019,@Sixpathsx Hahaha i almost never tweet shit like that but this phone just so clean so smooth. Bruh if i had that ki… https://t.co/SOPMpc9IbT,MiaSanFamilyy,116,194,313,,,,
1125491639177314307,Mon May 06 20:04:52 +0000 2019,@MarkDotPeters5 @MrCraigBradshaw Great camera. To be honest I don't take many pictures but I want a decent one when… https://t.co/7gkuAcnR46,CameronYardeJnr,4446,1800,Cameron Yarde Jnr,,,,
1125491642746667008,Mon May 06 20:04:52 +0000 2019,RT @CristianSamXXX: Bienvenido a mi nueva aventura Samsung Galaxy S10+... Preventa en Argentina https://t.co/i4JA2P29dx,flacopajero,780,990,Saeed Mrad,,,,
1125491647322705920,Mon May 06 20:04:54 +0000 2019,WIN THESE 15 Samsung Galaxy S10+(GIVEAWAY)! https://t.co/9HEUdxaXHv via @YouTube,hiebner_umar,25,39,u m a r • h,,,,
1125491891494182912,Mon May 06 20:05:52 +0000 2019,https://t.co/gEZ9Efj8Ph,headfonicnet,308,1220,HeadFonic,,,,
1125491999136722946,Mon May 06 20:06:17 +0000 2019,"RT @litGaws: Giveaway 

IPhone XS Max and Samsung S10

Rules:
-Retweet
-Activate my Notifications 
-Like

🏁Ends in 4 Days🏁 https://t.co/yGY…",WippydeeWaen,216,1632,Wippydee,,,,
1125492013565136906,Mon May 06 20:06:21 +0000 2019,En nu ben ik bij de aflevering dat #ChristinaYang stopt bij #Greysanatomy en ik wil het NIET!! 😫😫😫😫😩😩😩 S10 https://t.co/0UNKQf0jf2,CarBonzai,344,484,Car,,,,
1125492026399653889,Mon May 06 20:06:24 +0000 2019,"Samsung finalmente volta a vender bem na China, graças ao Galaxy S10 https://t.co/T3uETmBFBZ https://t.co/iGWUriQ4xh",GeekStart,850,43,Geekstart,,,,
1125492204062035969,Mon May 06 20:07:06 +0000 2019,"RT @Notemash7: After this contract I’m also done with iPhone, unless something dramatically changes https://t.co/Bj4xAkny0s",GezindabaZA,23855,22851,King Gezindaba II,,,,
1125492286090088448,Mon May 06 20:07:26 +0000 2019,Comprei o s10 preto achei muito bonito,46ed3f637d0f4fb,3,11,João Gamer,,,,
1125492295657246725,Mon May 06 20:07:28 +0000 2019,@KummalilNabeel @FrecoWang hey man..I want s10 plus can i get it? Please i have subscribed to your channel and cong… https://t.co/qAe3pMpgQ9,bik_isak,0,2,Isak Bik,,,,
1125492471419559936,Mon May 06 20:08:10 +0000 2019,"#diseño Un camino pedregoso y un final feliz: Review de los Samsung Galaxy Buds [FW Labs]

Cuando se presentó el Ga… https://t.co/0aN551y3vp",darkmortem,503,1144,Marcos José Pérez P.,,,,
1125492710847209478,Mon May 06 20:09:07 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",ary2k4,155,162,Abdul Rehman,,,,
1125492733500694529,Mon May 06 20:09:12 +0000 2019,RT @angelnigth9: Só quero esse s10+,vtmidia,1186,709,RÚSTICO ☠️,,,,
1125492757836046336,Mon May 06 20:09:18 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",mwale_clan,6238,6195,uNgqongqoshe ongena mnyango,,,,
1125492774328066049,Mon May 06 20:09:22 +0000 2019,"RT @GezindabaZA: I’m leaving iPhone and I’m getting myself a @SamsungMobileSA S10 tomorrow.

By this time tomorrow my Twitter will be for A…",Mbalik91776998,949,232,MbaliK🤑,,,,
1125492894088007682,Mon May 06 20:09:51 +0000 2019,@FrecoWang @YouTube Hope to win this s10+,Shivamp95284937,0,49,Shivampatel,,,,
1125492940464373760,Mon May 06 20:10:02 +0000 2019,"Whitestone Dome Glass Screen Protector For Galaxy S10 &amp; S10 Plus! https://t.co/U96kcCuN7x via @YouTube
If you want… https://t.co/SAUrwqHDdF",whitestonedome,10685,1247,Whitestone Dome,,,,
1125493029350121473,Mon May 06 20:10:23 +0000 2019,RT @FrecoWang: WIN THESE 13 Samsung Galaxy S10+(GIVEAWAY)! https://t.co/CqGOhJJ9pN Via @YouTube,Shivamp95284937,0,49,Shivampatel,,,,
1125493031044505601,Mon May 06 20:10:23 +0000 2019,"RT @UniverseIce: I experienced the Galaxy S10 5G, a bigger screen, a bigger battery, and heavier. https://t.co/LvEJNBnmGV",itz_mithra,4392,542,🎶 Mithra 🎶,,,,
1125493088430981120,Mon May 06 20:10:37 +0000 2019,RT @FrecoWang: Just join our giveaway and you have the chance to win. https://t.co/0vWdDNvfod,Shivamp95284937,0,49,Shivampatel,,,,
1125493154260459520,Mon May 06 20:10:53 +0000 2019,"@LuisitoCorbacho @SamsungArg ¡Hola! Enhorabuena por tu nuevo teléfono, ¿puedes ayudarme a conseguir ropa exclusiva… https://t.co/bNRkqYjsZR",RetroLan,752,767,Retro Gaming | MARIO MAKER 2!,,,,
1125493183847325698,Mon May 06 20:11:00 +0000 2019,"RT @litGaws: Rules to get a Free IPhone Xs or Samsung S10:

-Have the money on Paypal ready
(America 20$ / Europe 15$ / Afrika and Asia 20$…",ThemarketerHQ,3304,2756,Josh Prinkle,,,,
1125493206177800193,Mon May 06 20:11:05 +0000 2019,RT @smoking_reedus: @wwwbigbaldhead YAAAS! 😁🤗😍😝 This makes me so happy! 💯 Cannot wait for S10!,AntoniaSchmitt4,1150,1532,💀Antonia loves TWD 💀,,,,
1125493210426564608,Mon May 06 20:11:06 +0000 2019,Samsung Galaxy S10 SM-G973U 512GB Flamingo Pink ATT BAD ESN READ AD FOR PARTS https://t.co/NivFMb3SNs,settlement_wa,12,6,Settlement WA USA,,,,
1125493213249380353,Mon May 06 20:11:07 +0000 2019,Samsung Galaxy S10 SM-G973U 512GB Prism Black Unlocked AT&amp;T T-Mobile Great Cond https://t.co/BM1kM1fH2O,settlement_wa,12,6,Settlement WA USA,,,,
